document_id,file_name,source_folder,file_type,tema_estrategico,linea_pmge,senal_regulatoria,tecnologias,bandas_frecuencia,paises_regiones,organizaciones,actores,tipo_evento_regulatorio,tipo_insumo_agenda,evidencia_breve,relevancia_score,relevancia_label,actividad_internacional_score,prioridad_score,justificacion_analitica
58c98fbc60312c383d7f,matriz_vigilancia_ampliada_Agenda_2027_2028.xlsx,ejercicio preliminar,xlsx,"Conectividad satelital, NTN y D2D",Conectividad satelital,Vigilancia tecnológica y regulatoria para la gestión del espectro y nuevas tecnologías,"[""Wi-Fi"", ""IMT"", ""5G-Advanced"", ""6G"", ""NTN"", ""D2D"", ""ISAC (Integrated Sensing and Communications)"", ""Satélites"", ""HAPS"", ""UAS"", ""Backhaul"", ""RedCap"", ""IA"", ""AFC (Automated Frequency Coordination)""]","[""6 GHz"", ""4400-4800 MHz"", ""7125-8400 MHz"", ""14.8-15.35 GHz"", ""694/698 MHz-2.7 GHz"", ""Q/V-band"", ""E-band"", ""W-band"", ""12.7-13.25 GHz"", ""42 GHz"", ""51.4-52.4 GHz"", ""70/80/90 GHz"", ""40.5-43.5 GHz"", ""100-400 GHz (sub-THz)""]","[""Reino Unido"", ""Unión Europea"", ""Estados Unidos"", ""Colombia"", ""Global"", ""Región 2"", ""Región 3"", ""Américas""]","[""Ofcom"", ""Comisión Europea"", ""CEPT"", ""UIT-R"", ""3GPP"", ""FCC"", ""CITEL"", ""ECC""]","[""Reguladores"", ""Organismos internacionales"", ""Operadores móviles"", ""Industria satelital"", ""Fabricantes""]","[""Compartición de espectro"", ""Armonización internacional""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: Wi-Fi, IMT, 5G-Advanced, 6G; bandas: 6 GHz, 4400-4800 MHz, 7125-8400 MHz, 14.8-15.35 GHz.",9,Alta,2,11,"El documento es un insumo directo para la Agenda Regulatoria ANE 2027-2028, proporcionando una visión estructurada de tendencias críticas en gestión del espectro y nuevas tecnologías. Identifica bandas clave (6 GHz, mmWave, sub-THz), tecnologías emergentes (6G, NTN, ISAC) y enfoques regulatorios (compartición, agenda CMR-27) que son fundamentales para la planificación del espectro y la formulación de políticas en Colombia, requiriendo estudios técnicos y seguimiento internacional."
7a23b7154277ccf39ee4,matriz_vigilancia_ampliada_Agenda_2027_2028.xlsx,ejercicio preliminar,xlsx,"Conectividad satelital, NTN y D2D",Conectividad satelital,Vigilancia tecnológica y regulatoria para la gestión del espectro,"[""Wi-Fi"", ""IMT"", ""IMT-2030"", ""6G"", ""5G-Advanced"", ""NTN"", ""Satélites"", ""HAPS"", ""UAS"", ""D2D"", ""C-V2X"", ""DTT"", ""FSS"", ""IoT"", ""IA""]","[""6 GHz"", ""Sub-THz"", ""Bandas por encima de 100 GHz"", ""Banda Q"", ""Banda V"", ""Banda E"", ""Banda W"", ""42 GHz"", ""52 GHz"", ""70 GHz"", ""80 GHz"", ""90 GHz"", ""40.5-43.5 GHz"", ""3.7-3.8 GHz"", ""26 GHz"", ""5.850-5.925 GHz"", ""5.9 GHz"", ""UHF"", ""3.98-4.2 GHz""]","[""Reino Unido"", ""Unión Europea"", ""Estados Unidos"", ""Australia"", ""Alemania""]","[""Ofcom"", ""Comisión Europea"", ""CEPT"", ""UIT-R"", ""3GPP"", ""NTIA"", ""FCC"", ""MITRE"", ""ACMA"", ""BNetzA"", ""DSIT"", ""UIT-D"", ""WMO"", ""UIT""]","[""Reguladores nacionales"", ""Organismos internacionales de estandarización"", ""Organismos internacionales de telecomunicaciones"", ""Operadores móviles"", ""Industria satelital"", ""Fabricantes de equipos"", ""Sector público"", ""Industria vertical""]","[""Compartición de espectro"", ""Armonización internacional""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: Wi-Fi, IMT, IMT-2030, 6G; bandas: 6 GHz, Sub-THz, Bandas por encima de 100 GHz, Banda Q.",9,Alta,2,11,"Este documento compila información crítica de reguladores y organismos de estandarización líderes sobre el futuro uso del espectro, tecnologías emergentes (6G, NTN, IA) y enfoques regulatorios (compartición de espectro, redes privadas). Apoya directamente la identificación de desafíos y oportunidades regulatorias clave para la Agenda Regulatoria ANE 2027-2028, proporcionando una visión estratégica de tendencias globales y mejores prácticas."
fcacbcc7495af4fa44e8,matriz_vigilancia_ampliada_Agenda_2027_2028.xlsx,ejercicio preliminar,xlsx,"Conectividad satelital, NTN y D2D",Conectividad satelital,Identificación de temas prioritarios para la Agenda Regulatoria ANE 2027-2028,"[""Wi-Fi"", ""IMT"", ""D2D"", ""NTN"", ""5G-Advanced"", ""6G"", ""IoT"", ""Satélites"", ""UAS/drones"", ""C-V2X"", ""ITS"", ""HAPS"", ""IA""]","[""6 GHz"", ""mmWave"", ""70/80/90 GHz"", ""5030-5091 MHz"", ""5.9 GHz"", ""Banda Q"", ""Banda V"", ""Banda E"", ""Sub-THz"", ""3.98-4.2 GHz""]","[""Colombia"", ""Reino Unido"", ""Alemania"", ""Europa"", ""Región 2""]","[""ANE"", ""3GPP"", ""CITEL"", ""UIT""]","[""Reguladores"", ""Operadores móviles"", ""Fabricantes"", ""Organismos internacionales"", ""Industria satelital"", ""Autoridad aeronáutica"", ""Sector transporte"", ""Servicios científicos""]","[""Compartición de espectro"", ""Armonización internacional""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: Wi-Fi, IMT, D2D, NTN; bandas: 6 GHz, mmWave, 70/80/90 GHz, 5030-5091 MHz.",9,Alta,2,11,"El documento es una matriz de vigilancia tecnológica diseñada específicamente para identificar y priorizar temas para la Agenda Regulatoria ANE 2027-2028, incluyendo justificaciones de relevancia y productos sugeridos."
15b3db8952dda65eab4d,matriz_vigilancia_ampliada_Agenda_2027_2028.xlsx,ejercicio preliminar,xlsx,"Conectividad satelital, NTN y D2D",Conectividad satelital,Identificación y validación de tendencias regulatorias y tecnológicas clave para la gestión del espectro,"[""IMT"", ""Wi-Fi"", ""D2D"", ""NTN"", ""IA"", ""Satélites"", ""ISAC"", ""5G"", ""6G"", ""PPDR""]","[""6 GHz"", ""Bandas medias-altas"", ""Bandas Q/V/E"", ""Sub-THz""]","[""Colombia"", ""Reino Unido"", ""Alemania""]","[""ANATEL"", ""ASEP"", ""IFT"", ""CITEL"", ""UIT-R"", ""3GPP"", ""Ofcom"", ""BNetzA"", ""MinTIC"", ""ANE""]","[""Reguladores nacionales"", ""Organismos internacionales de estandarización"", ""Organismos regionales de telecomunicaciones"", ""Industria satelital"", ""Operadores de telecomunicaciones""]","[""Asignación de espectro"", ""Compartición de espectro""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: IMT, Wi-Fi, D2D, NTN; bandas: 6 GHz, Bandas medias-altas, Bandas Q/V/E, Sub-THz.",9,Alta,2,11,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 porque consolida y valida tendencias tecnológicas y regulatorias críticas en gestión del espectro. Proporciona una base sólida para identificar temas prioritarios, como la asignación de bandas (6 GHz, IMT-2030), el desarrollo de nuevas arquitecturas de red (NTN, redes privadas) y aspectos metodológicos (medición de uso, inmunidad de receptores), que la ANE deberá abordar en su planificación futura."
a62f036224192ebac004,matriz_vigilancia_ampliada_Agenda_2027_2028.xlsx,ejercicio preliminar,xlsx,"Conectividad satelital, NTN y D2D",Conectividad satelital,Gestión y regulación del espectro para nuevas tecnologías y servicios,"[""Wi-Fi"", ""IMT"", ""D2D"", ""NTN"", ""HAPS"", ""HIBS"", ""C-V2X"", ""ITS"", ""Satélites"", ""Redes privadas""]","[""6 GHz"", ""7/8 GHz"", ""14.8-15.35 GHz"", ""Bandas Q/V/E"", ""Bandas altas""]","[""Región 2"", ""Colombia""]","[""UIT-R"", ""CITEL"", ""Ofcom"", ""CEPT/ECC"", ""ANATEL"", ""ASEP"", ""IFT"", ""MinTIC"", ""ANE"", ""3GPP"", ""FCC"", ""NTIA"", ""ACMA"", ""BNetzA"", ""ENACOM"", ""ETSI"", ""MinTransporte"", ""DSIT"", ""WMO"", ""IDEAM"", ""CNABF""]","[""Reguladores"", ""Operadores móviles"", ""Fabricantes"", ""Organismos internacionales"", ""Industria satelital"", ""Sector transporte"", ""Actores científicos/clima"", ""Incumbentes""]","[""Armonización internacional""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: Wi-Fi, IMT, D2D, NTN; bandas: 6 GHz, 7/8 GHz, 14.8-15.35 GHz, Bandas Q/V/E.",9,Alta,2,11,"Este documento es de alta relevancia ya que es una matriz de vigilancia tecnológica diseñada específicamente para identificar y priorizar temas técnicos y regulatorios que deben ser abordados en la Agenda Regulatoria ANE 2027-2028. Los temas cubren aspectos críticos como la gestión de bandas clave (6 GHz, IMT), la integración de nuevas tecnologías (NTN, HAPS, redes privadas), la coexistencia de servicios y la preparación para eventos internacionales como la CMR-27, todos ellos con alta urgencia y directamente relacionados con las funciones de la ANE."
917bbef817c41ea41aaa,matriz_vigilancia_ampliada_Agenda_2027_2028.xlsx,ejercicio preliminar,xlsx,"Conectividad satelital, NTN y D2D",Conectividad satelital,Vigilancia tecnológica y regulatoria para la Agenda ANE 2027-2028,"[""D2D"", ""NTN"", ""5G"", ""6G"", ""Satélite"", ""Small cells"", ""IA""]","[""6 GHz"", ""UHF"", ""410/450 MHz"", ""Sub-700""]","[""México"", ""Reino Unido"", ""Nigeria"", ""Europa""]","[""Cullen International"", ""RSPG"", ""Comisión Europea"", ""GSMA"", ""Banco Mundial"", ""CRC"", ""DOF"", ""Gobierno de México"", ""Gobierno del Reino Unido"", ""Ofcom"", ""NCC Nigeria"", ""NERA""]","[""Reguladores"", ""Organismos internacionales"", ""Gobiernos"", ""Consultoras"", ""Industria satelital"", ""Operadores móviles""]","[""Salud / EMF""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: D2D, NTN, 5G, 6G; bandas: 6 GHz, UHF, 410/450 MHz, Sub-700.",9,Alta,2,11,"Este documento está explícitamente diseñado como una 'matriz ampliada' para apoyar la formulación de la Agenda Regulatoria ANE 2027-2028. Consolida una amplia gama de fuentes oficiales, regulatorias, técnicas y sectoriales, identificando y priorizando temas emergentes y tecnologías relevantes para la gestión del espectro, nuevas tecnologías inalámbricas y tendencias regulatorias. Su alineación directa con el objetivo de la ANE lo hace altamente relevante para la planificación estratégica y la toma de decisiones."
dcf112555610b677b805,matriz_vigilancia_ampliada_Agenda_2027_2028.xlsx,ejercicio preliminar,xlsx,"Conectividad satelital, NTN y D2D",Conectividad satelital,Vigilancia tecnológica y regulatoria para la gestión del espectro radioeléctrico,"[""5G"", ""Wi-Fi"", ""LTE"", ""IMT"", ""NTN"", ""Satélites"", ""Redes privadas""]","[""600 MHz"", ""6 GHz"", ""26 GHz"", ""2.3 GHz"", ""1427-1517 MHz"", ""700 MHz"", ""410-430 MHz"", ""450-470 MHz"", ""3.4-3.8 GHz"", ""IMT"", ""MSS""]","[""Colombia"", ""Comparado internacional"", ""LATAM""]","[""CRC"", ""Cullen International""]","[""Reguladores nacionales"", ""Fuentes de inteligencia regulatoria"", ""Operadores móviles"", ""Industria satelital""]","[""Compartición de espectro""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: 5G, Wi-Fi, LTE, IMT; bandas: 600 MHz, 6 GHz, 26 GHz, 2.3 GHz.",9,Alta,2,11,"La matriz compila fuentes de vigilancia tecnológica y regulatoria directamente relacionadas con la gestión del espectro, tendencias en telecomunicaciones, regulación de bandas clave (incluyendo 5G y Wi-Fi), compartición de espectro y nuevas tecnologías como NTN. Proporciona una visión comparada internacional y nacional (Colombia) esencial para identificar necesidades y oportunidades regulatorias para la Agenda ANE 2027-2028, apoyando la toma de decisiones sobre disponibilidad y uso eficiente del espectro."
4c20f5e9408b1756dce3,matriz_vigilancia_ampliada_Agenda_2027_2028.xlsx,ejercicio preliminar,xlsx,"Conectividad satelital, NTN y D2D",Conectividad satelital,Vigilancia tecnológica y regulatoria para la gestión del espectro radioeléctrico,"[""5G"", ""NFV/SDN"", ""Automatización"", ""Network slicing"", ""NTN"", ""Satélite integrado a redes móviles"", ""IMT"", ""MFCN"", ""Wi-Fi"", ""Edge computing"", ""Caching"", ""API"", ""IMT-2030"", ""6G"", ""D2D"", ""IoT"", ""Radiodifusión"", ""PMSE""]","[""Bandas IMT existentes"", ""Bandas IMT bajas, medias y altas"", ""Bandas satelitales"", ""6425–7125 MHz"", ""Bandas candidatas para 6G"", ""Bandas futuras IMT"", ""Bandas MSS"", ""470–694 MHz"", ""Multibanda""]","[""Colombia"", ""Unión Europea"", ""México"", ""Nigeria"", ""Reino Unido""]","[""CRC"", ""MinTIC"", ""ANE"", ""3GPP"", ""GSMA"", ""UIT-R"", ""CITEL"", ""RSPG"", ""Comisión Europea"", ""CEPT ECC"", ""DOF"", ""Gobierno de México"", ""NCC Nigeria"", ""Gobierno del Reino Unido"", ""Ofcom""]","[""Reguladores nacionales"", ""Organismos internacionales"", ""Operadores móviles"", ""Fabricantes de tecnología"", ""Industria satelital"", ""Gobiernos""]","[""Armonización internacional""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: 5G, NFV/SDN, Automatización, Network slicing; bandas: Bandas IMT existentes, Bandas IMT bajas, medias y altas, Bandas satelitales, 6425–7125 MHz.",9,Alta,2,11,"El documento es una matriz de vigilancia tecnológica y regulatoria diseñada específicamente para identificar insumos críticos para la Agenda Regulatoria ANE 2027-2028. Contiene hallazgos sobre tendencias tecnológicas (5G, 6G, NTN, FWA), gestión de bandas de frecuencia (6 GHz, UHF), regulación internacional (RSPG, WRC-27) y ejemplos de planeación nacional de espectro, todos directamente aplicables a la formulación de la agenda y la toma de decisiones estratégicas."
14237482341d21eb48b0,matriz_vigilancia_ampliada_Agenda_2027_2028.xlsx,ejercicio preliminar,xlsx,"Conectividad satelital, NTN y D2D",Conectividad satelital,Vigilancia tecnológica para la Agenda Regulatoria ANE 2027-2028,"[""IMT"", ""Wi-Fi"", ""D2D"", ""NTN"", ""5G"", ""6G"", ""LPWAN"", ""IoT"", ""FWA"", ""TDT"", ""PMSE"", ""Edge computing"", ""Small cells"", ""TVWS"", ""Automatización"", ""IA""]","[""6 GHz"", ""IMT/MSS"", ""3.7-4.2 GHz"", ""26 GHz"", ""Multibanda"", ""Bandas candidatas IMT-2030"", ""410-470 MHz"", ""mmWave"", ""23 GHz"", ""37 GHz"", ""39.8-42 GHz"", ""3.3-3.8 GHz"", ""Bandas satelitales (Q/V/E)"", ""UHF"", ""600 MHz"", ""700 MHz"", ""Bandas licenciadas/no licenciadas"", ""Bandas de microondas (E/W/D)"", ""Bandas 2G/3G/4G/5G""]","[""Argentina"", ""Europa"", ""México"", ""Nigeria"", ""Reino Unido"", ""Estados Unidos"", ""Canadá"", ""Austria"", ""Perú"", ""Paraguay"", ""Turquía"", ""Venezuela"", ""Brasil"", ""Bangladesh"", ""Polonia"", ""Colombia""]","[""RSPG"", ""Cullen"", ""GSMA"", ""CEPT/ECC"", ""UIT-R"", ""3GPP"", ""ISED"", ""Ofcom"", ""FCC"", ""CRC"", ""BNetzA"", ""ENACOM"", ""ANATEL"", ""CITEL"", ""ANE"", ""MinTIC"", ""NERA"", ""DOF México"", ""NCC Nigeria"", ""OMS"", ""ICNIRP"", ""Banco Mundial""]","[""Reguladores"", ""Operadores móviles"", ""Fabricantes"", ""Organismos internacionales"", ""Industria satelital"", ""Industria"", ""Autoridades sanitarias"", ""Autoridades de competencia"", ""Gobiernos"", ""Consultoras"", ""Organizaciones de estandarización"", ""Radiodifusores""]","[""Compartición de espectro"", ""Armonización internacional""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: IMT, Wi-Fi, D2D, NTN; bandas: 6 GHz, IMT/MSS, 3.7-4.2 GHz, 26 GHz.",9,Alta,2,11,"Este documento es un insumo directo para la Agenda Regulatoria ANE 2027-2028, proporcionando un análisis estructurado de temas emergentes y críticos en gestión del espectro, nuevas tecnologías y regulación internacional. Identifica áreas de alta prioridad, evalúa su urgencia técnica y regulatoria, y ofrece evidencia comparada, lo que lo hace indispensable para la planificación estratégica y la toma de decisiones."
ea9e9e45596c20bf13f8,matriz_vigilancia_ampliada_Agenda_2027_2028.xlsx,ejercicio preliminar,xlsx,"Conectividad satelital, NTN y D2D",Conectividad satelital,Vigilancia tecnológica y regulatoria para la planificación del espectro,"[""Wi-Fi"", ""IMT"", ""D2D"", ""NTN"", ""5G"", ""6G"", ""LTE"", ""IA"", ""Edge computing"", ""Data centers"", ""Radiodifusión"", ""Satélites""]","[""6 GHz"", ""470-694 MHz"", ""450 MHz"", ""410-430 MHz"", ""450-470 MHz"", ""Sub-700""]","[""Europa"", ""Argentina"", ""México"", ""Nigeria"", ""UK"", ""Región 2""]","[""RSPG"", ""Cullen International"", ""GSMA"", ""CRC"", ""CITEL"", ""DOF México"", ""NERA"", ""Banco Mundial""]","[""Reguladores"", ""Operadores móviles"", ""Organismos internacionales"", ""Industria satelital"", ""Sectores productivos"", ""Radiodifusores""]","[""Armonización internacional""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: Wi-Fi, IMT, D2D, NTN; bandas: 6 GHz, 470-694 MHz, 450 MHz, 410-430 MHz.",9,Alta,2,11,"Este documento es una matriz de vigilancia tecnológica y regulatoria diseñada específicamente para apoyar la formulación de la Agenda Regulatoria ANE 2027-2028. Proporciona una consolidación de temas clave, fuentes de validación, prioridades sugeridas y observaciones que son directamente aplicables a la planificación del espectro y la regulación futura."
